t,x,y,z,vx,vy,vz,wx,wy,wz,event
0.011900,-1.096000,0.000000,0.299305,-0.000043,0.000000,-0.116733,0.000000,80.000000,0.000000,0
0.012000,-1.096000,0.000000,0.299294,-0.000043,0.000000,-0.117714,0.000000,80.000000,0.000000,0
0.012100,-1.096000,0.000000,0.299282,-0.000044,0.000000,-0.118695,0.000000,80.000000,0.000000,0
0.012200,-1.096000,0.000000,0.299270,-0.000045,0.000000,-0.119676,0.000000,80.000000,0.000000,0
0.012300,-1.096000,0.000000,0.299258,-0.000046,0.000000,-0.120657,0.000000,80.000000,0.000000,0
0.012400,-1.096000,0.000000,0.299246,-0.000046,0.000000,-0.121637,0.000000,80.000000,0.000000,0
0.012500,-1.096000,0.000000,0.299234,-0.000047,0.000000,-0.122618,0.000000,80.000000,0.000000,0
0.012600,-1.096000,0.000000,0.299221,-0.000048,0.000000,-0.123599,0.000000,80.000000,0.000000,0
0.012700,-1.096000,0.000000,0.299209,-0.000049,0.000000,-0.124580,0.000000,80.000000,0.000000,0
0.012800,-1.096000,0.000000,0.299196,-0.000049,0.000000,-0.125561,0.000000,80.000000,0.000000,0
0.012900,-1.096000,0.000000,0.299184,-0.000050,0.000000,-0.126542,0.000000,80.000000,0.000000,0
0.013000,-1.096000,0.000000,0.299171,-0.000051,0.000000,-0.127522,0.000000,80.000000,0.000000,0
0.013100,-1.096000,0.000000,0.299158,-0.000052,0.000000,-0.128503,0.000000,80.000000,0.000000,0
0.013200,-1.096000,0.000000,0.299145,-0.000053,0.000000,-0.129484,0.000000,80.000000,0.000000,0
0.013300,-1.096000,0.000000,0.299132,-0.000053,0.000000,-0.130465,0.000000,80.000000,0.000000,0
0.013400,-1.096000,0.000000,0.299119,-0.000054,0.000000,-0.131446,0.000000,80.000000,0.000000,0
0.013500,-1.096000,0.000000,0.299106,-0.000055,0.000000,-0.132426,0.000000,80.000000,0.000000,0
0.013600,-1.096000,0.000000,0.299093,-0.000056,0.000000,-0.133407,0.000000,80.000000,0.000000,0
0.013700,-1.096000,0.000000,0.299079,-0.000057,0.000000,-0.134388,0.000000,80.000000,0.000000,0
0.013800,-1.096000,0.000000,0.299066,-0.000057,0.000000,-0.135369,0.000000,80.000000,0.000000,0
0.013900,-1.096000,0.000000,0.299052,-0.000058,0.000000,-0.136350,0.000000,80.000000,0.000000,0
0.014000,-1.096000,0.000000,0.299039,-0.000059,0.000000,-0.137330,0.000000,80.000000,0.000000,0
0.014100,-1.096000,0.000000,0.299025,-0.000060,0.000000,-0.138311,0.000000,80.000000,0.000000,0
0.014200,-1.096000,0.000000,0.299011,-0.000061,0.000000,-0.139292,0.000000,80.000000,0.000000,0
0.014300,-1.096000,0.000000,0.298997,-0.000062,0.000000,-0.140273,0.000000,80.000000,0.000000,0
0.014400,-1.096000,0.000000,0.298983,-0.000062,0.000000,-0.141254,0.000000,80.000000,0.000000,0
0.014500,-1.096000,0.000000,0.298969,-0.000063,0.000000,-0.142234,0.000000,80.000000,0.000000,0
0.014600,-1.096000,0.000000,0.298954,-0.000064,0.000000,-0.143215,0.000000,80.000000,0.000000,2
0.014700,-1.095400,0.000000,0.298940,15.200059,0.000000,-0.726518,0.000000,36.325878,0.000000,0
0.014800,-1.093880,0.000000,0.298867,15.197546,0.000000,-0.727421,0.000000,36.325878,0.000000,0
0.014900,-1.092360,0.000000,0.298795,15.195033,0.000000,-0.728324,0.000000,36.325878,0.000000,0
0.015000,-1.090841,0.000000,0.298722,15.192522,0.000000,-0.729227,0.000000,36.325878,0.000000,0
0.015100,-1.089322,0.000000,0.298649,15.190012,0.000000,-0.730130,0.000000,36.325878,0.000000,0
0.015200,-1.087803,0.000000,0.298576,15.187502,0.000000,-0.731033,0.000000,36.325878,0.000000,0
0.015300,-1.086284,0.000000,0.298503,15.184993,0.000000,-0.731935,0.000000,36.325878,0.000000,0
0.015400,-1.084766,0.000000,0.298429,15.182485,0.000000,-0.732838,0.000000,36.325878,0.000000,0
0.015500,-1.083248,0.000000,0.298356,15.179978,0.000000,-0.733740,0.000000,36.325878,0.000000,0
0.015600,-1.081730,0.000000,0.298283,15.177471,0.000000,-0.734642,0.000000,36.325878,0.000000,0
0.015700,-1.080212,0.000000,0.298209,15.174966,0.000000,-0.735544,0.000000,36.325878,0.000000,0
0.015800,-1.078695,0.000000,0.298135,15.172461,0.000000,-0.736446,0.000000,36.325878,0.000000,0
0.015900,-1.077178,0.000000,0.298062,15.169957,0.000000,-0.737348,0.000000,36.325878,0.000000,0
0.016000,-1.075661,0.000000,0.297988,15.167454,0.000000,-0.738250,0.000000,36.325878,0.000000,0
0.016100,-1.074145,0.000000,0.297914,15.164951,0.000000,-0.739151,0.000000,36.325878,0.000000,0
0.016200,-1.072628,0.000000,0.297840,15.162450,0.000000,-0.740053,0.000000,36.325878,0.000000,0
0.016300,-1.071112,0.000000,0.297766,15.159949,0.000000,-0.740954,0.000000,36.325878,0.000000,0
0.016400,-1.069596,0.000000,0.297692,15.157449,0.000000,-0.741855,0.000000,36.325878,0.000000,0
0.016500,-1.068081,0.000000,0.297618,15.154950,0.000000,-0.742756,0.000000,36.325878,0.000000,0
0.016600,-1.066565,0.000000,0.297543,15.152452,0.000000,-0.743657,0.000000,36.325878,0.000000,0
0.016700,-1.065050,0.000000,0.297469,15.149954,0.000000,-0.744558,0.000000,36.325878,0.000000,0
0.016800,-1.063535,0.000000,0.297395,15.147458,0.000000,-0.745458,0.000000,36.325878,0.000000,0
0.016900,-1.062021,0.000000,0.297320,15.144962,0.000000,-0.746359,0.000000,36.325878,0.000000,0
0.017000,-1.060506,0.000000,0.297245,15.142467,0.000000,-0.747259,0.000000,36.325878,0.000000,0
0.017100,-1.058992,0.000000,0.297170,15.139972,0.000000,-0.748159,0.000000,36.325878,0.000000,0
0.017200,-1.057478,0.000000,0.297096,15.137479,0.000000,-0.749059,0.000000,36.325878,0.000000,0
0.017300,-1.055965,0.000000,0.297021,15.134986,0.000000,-0.749959,0.000000,36.325878,0.000000,0
0.017400,-1.054451,0.000000,0.296946,15.132495,0.000000,-0.750859,0.000000,36.325878,0.000000,0
0.017500,-1.052938,0.000000,0.296871,15.130004,0.000000,-0.751759,0.000000,36.325878,0.000000,0
0.017600,-1.051425,0.000000,0.296795,15.127513,0.000000,-0.752658,0.000000,36.325878,0.000000,0
0.017700,-1.049913,0.000000,0.296720,15.125024,0.000000,-0.753557,0.000000,36.325878,0.000000,0
0.017800,-1.048400,0.000000,0.296645,15.122535,0.000000,-0.754457,0.000000,36.325878,0.000000,0
0.017900,-1.046888,0.000000,0.296569,15.120048,0.000000,-0.755356,0.000000,36.325878,0.000000,0
0.018000,-1.045376,0.000000,0.296494,15.117561,0.000000,-0.756255,0.000000,36.325878,0.000000,0
0.018100,-1.043865,0.000000,0.296418,15.115075,0.000000,-0.757153,0.000000,36.325878,0.000000,0
0.018200,-1.042353,0.000000,0.296342,15.112589,0.000000,-0.758052,0.000000,36.325878,0.000000,0
0.018300,-1.040842,0.000000,0.296266,15.110105,0.000000,-0.758951,0.000000,36.325878,0.000000,0
0.018400,-1.039331,0.000000,0.296190,15.107621,0.000000,-0.759849,0.000000,36.325878,0.000000,0
0.018500,-1.037820,0.000000,0.296114,15.105138,0.000000,-0.760747,0.000000,36.325878,0.000000,0
0.018600,-1.036310,0.000000,0.296038,15.102656,0.000000,-0.761646,0.000000,36.325878,0.000000,0
0.018700,-1.034800,0.000000,0.295962,15.100175,0.000000,-0.762544,0.000000,36.325878,0.000000,0
0.018800,-1.033290,0.000000,0.295886,15.097694,0.000000,-0.763441,0.000000,36.325878,0.000000,0
0.018900,-1.031780,0.000000,0.295809,15.095214,0.000000,-0.764339,0.000000,36.325878,0.000000,0
0.019000,-1.030271,0.000000,0.295733,15.092735,0.000000,-0.765237,0.000000,36.325878,0.000000,0
0.019100,-1.028762,0.000000,0.295656,15.090257,0.000000,-0.766134,0.000000,36.325878,0.000000,0
0.019200,-1.027253,0.000000,0.295580,15.087780,0.000000,-0.767032,0.000000,36.325878,0.000000,0
0.019300,-1.025744,0.000000,0.295503,15.085303,0.000000,-0.767929,0.000000,36.325878,0.000000,0
0.019400,-1.024236,0.000000,0.295426,15.082828,0.000000,-0.768826,0.000000,36.325878,0.000000,0
0.019500,-1.022728,0.000000,0.295349,15.080353,0.000000,-0.769723,0.000000,36.325878,0.000000,0
